candidate_id,name_a_id,name_a_type,name_a,name_b_id,name_b_type,name_b,comparison_mode,jaro_winkler,levenshtein_distance,edit_similarity,soundex_a,soundex_b,soundex_similarity,filipino_jaro_winkler,candidate_reasons,algorithmic_priority,candidate_nature,review_classification,classification_basis,verification_status
LASA_e76d9ea57d797a8940b3,GENERIC:FORM_f1f8980e68f78ce09474,generic,Peritoneal Dialysis Solution Low Calcium with 2.5% Dextrose,GENERIC:FORM_10ddd1aba46acb0ee74e,generic,Peritoneal Dialysis Solution Low Calcium with 4.25% Dextrose,generic_generic,0.996078,1,0.980392,P635,P635,1.0,0.996,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_e3436a6a0629093d3187,GENERIC:FORM_2535ee9c40472a18a388,generic,Phenylephrine hydrochloride + Chlorpheniamine maleate,GENERIC:FORM_05fe9aa2ed7aba824e3c,generic,Phenylephrine Hydrochloride + Chlorpheniramine Maleate,generic_generic,0.995918,1,0.979592,P541,P541,1.0,0.995652,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_23b7d2ba74a41c43ac88,GENERIC:FORM_35aa9f1099454863a671,generic,Phenylephrine Hydrochloride + Chlorpheniramine Maelate,GENERIC:FORM_05fe9aa2ed7aba824e3c,generic,Phenylephrine Hydrochloride + Chlorpheniramine Maleate,generic_generic,0.995918,2,0.959184,P541,P541,1.0,0.995652,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_b81be22b3210b598da65,GENERIC:FORM_911d7c5bea864ea85244,generic,Sitagliptin (as phophate) + Metformin Hydrochloride,GENERIC:FORM_a7c48aa333dd67a1e00f,generic,Sitagliptin (as phosphate) + Metformin Hydrochloride,generic_generic,0.995455,1,0.977273,S324,S324,1.0,0.995238,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_b627d873c0a420e1f824,GENERIC:FORM_76d7f34ab74f32bc5e54,generic,Ascorbic acid + Calcium + Cholecalciferol (Vitamin D3),GENERIC:FORM_e4e2582a6a83ceae709f,generic,Ascorbic Acid + Calcium + Colecalciferol (Vitamin D3),generic_generic,0.995349,1,0.976744,A261,A261,1.0,0.995349,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_78ef363dd472e14fae12,GENERIC:FORM_14f7d28ea1a6890bc608,generic,Thiamine Hydrochloride (Vitamin B) + Pyridoxine Hydrochloride (Vitamin B.) + Cyanocobalamin (Vitamin B12),GENERIC:FORM_f750aa824793b3ad1ae8,generic,Thiamine Hydrochloride (Vitamin B1) / Pyridoxine Hydrochloride (Vitamin B6)/ Cyanocobalamin (Vitamin B12),generic_generic,0.995349,2,0.976744,T553,T553,1.0,0.995294,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_9d9ce19a02bbf07c1799,GENERIC:FORM_14f7d28ea1a6890bc608,generic,Thiamine Hydrochloride (Vitamin B) + Pyridoxine Hydrochloride (Vitamin B.) + Cyanocobalamin (Vitamin B12),GENERIC:FORM_538ab0b72423f84f9759,generic,Thiamine Hydrochloride( Vitamin B1)+ Pyridoxine Hydrochloride (Vitamin B6)+ Cyanocobalamin (Vitamin B12),generic_generic,0.995349,2,0.976744,T553,T553,1.0,0.995294,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_95283c0647d2af28382f,GENERIC:FORM_f569ee1f1a2e068f7274,generic,Thiamine Mononitrate (Vitamin B1) / Pyridoxine Hydrochloride (Vitamin B6) / Cyanocobalamin (Vitamin B12),GENERIC:FORM_b59cbf224f7c20349d6c,generic,Thiamine Mononitrate (Vitamin B1)+Pyridoxine Hydrochloride (Vitamine B6)+Cyanocobalamine (vitamin B12),generic_generic,0.995349,2,0.976744,T555,T555,1.0,0.969993,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_01a8f736fa1e6e036496,GENERIC:FORM_b59cbf224f7c20349d6c,generic,Thiamine Mononitrate (Vitamin B1)+Pyridoxine Hydrochloride (Vitamine B6)+Cyanocobalamine (vitamin B12),GENERIC:FORM_64f8476830179dd41acd,generic,Thiamine Mononitrate (Vitamin B1)+Pyridoxine Hydrochloride(Vitamin B6)+Cyanocobalamin (Vitamin B12),generic_generic,0.995349,2,0.976744,T555,T555,1.0,0.969993,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_45629363a6582682a9bf,GENERIC:FORM_b59cbf224f7c20349d6c,generic,Thiamine Mononitrate (Vitamin B1)+Pyridoxine Hydrochloride (Vitamine B6)+Cyanocobalamine (vitamin B12),GENERIC:FORM_8a71795bd961f8ca4f9c,generic,"Thiamine Mononitrate (Vitamin B1), Pyridoxine Hydrochloride (Vitamin B6), Cyanocobalamin (Vitamin B12)",generic_generic,0.995349,2,0.976744,T555,T555,1.0,0.969993,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_ee2577517af340375bbf,GENERIC:FORM_4a2f32c2054a5b3b5071,generic,Thiamine Mononitrate (Vitamin B) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12),GENERIC:FORM_9e731f1fc5ba9205e230,generic,Thiamine Mononitrate (Vitamins b1) + Pyridoxine Hydrochloride (Vitamin b6) + Cyanocobalamin (Vitamin B12),generic_generic,0.995294,2,0.976471,T555,T555,1.0,0.995238,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_3faf0e3f7ed8b6e79999,GENERIC:FORM_c4f426204fc36d0bb287,generic,Thiamine Mononitrate (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B + Cyanocobalamin (Vitamin B12),GENERIC:FORM_9e731f1fc5ba9205e230,generic,Thiamine Mononitrate (Vitamins b1) + Pyridoxine Hydrochloride (Vitamin b6) + Cyanocobalamin (Vitamin B12),generic_generic,0.995294,2,0.976471,T555,T555,1.0,0.995238,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_b6d90884f0ff2b01d09c,GENERIC:FORM_ce55323e64e855860427,generic,"Inactivated Poliomyelitis Vaccine (Type 1,2 And 3)",GENERIC:FORM_1afd049d6e04ab46efe0,generic,"Inactivated Poliomyelitis Vaccine (Types 1, 2 And 3)",generic_generic,0.995238,1,0.97619,I523,I523,1.0,0.995238,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_de3a4ee9060389109cba,GENERIC:FORM_4a2f32c2054a5b3b5071,generic,Thiamine Mononitrate (Vitamin B) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12),GENERIC:FORM_c4f426204fc36d0bb287,generic,Thiamine Mononitrate (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B + Cyanocobalamin (Vitamin B12),generic_generic,0.995181,2,0.975904,T555,T555,1.0,0.995122,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_1fb7382ed746150cecc2,GENERIC:FORM_6f0ce6ee2a1534879d09,generic,Peritoneal Dialysis Solution with 2.5% Dextrose,GENERIC:FORM_5b011434b60dbadaf3e0,generic,Peritoneal Dialysis Solution With 4.25% Dextrose,generic_generic,0.995122,1,0.97561,P635,P635,1.0,0.995,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_07744e9dcf7c091fdc3f,GENERIC:FORM_3d67f8d6c69dd714e431,generic,Ascorbic Acid + Cholecalciferol (Vitamin D3) + Zinc,GENERIC:FORM_6909865d9c01414401c9,generic,Ascorbic Acid + Colecalciferol (Vitamin D3) + Zinc,generic_generic,0.995,1,0.975,A261,A261,1.0,0.995,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_61739c57518732f4d1c1,GENERIC:FORM_b2dfe3b33ea9b5b9cc1d,generic,Ascorbic Acid + Zinc+ Cholecalciferol (Vitamin D3),GENERIC:FORM_06e90a1a3f758ede1cca,generic,Ascorbic Acid + Zinc+ Colecalciferol (Vitamin D3),generic_generic,0.995,1,0.975,A261,A261,1.0,0.995,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_bbfeb1361d7ec139f951,GENERIC:FORM_c6f94fb1ee7aff69d8c4,generic,Calcium Carbonate + Cholecalciferol (Vitamin D3),GENERIC:FORM_c341088427a59b1f6da9,generic,Calcium Carbonate + Colecalciferol (Vitamin D3),generic_generic,0.995,1,0.975,C425,C425,1.0,0.995,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_8d4e89fbe11959d7ba0c,GENERIC:FORM_c341088427a59b1f6da9,generic,Calcium Carbonate + Colecalciferol (Vitamin D3),GENERIC:FORM_d520d7a4223570486b26,generic,Calcium Carbonate/Cholecalciferol (Vitamin D3),generic_generic,0.995,1,0.975,C425,C425,1.0,0.995,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_3de5eb2f0970fd55c2a4,GENERIC:FORM_de9c5416184613e4be47,generic,"Ascorbic Acid + Colecalciferol (Vitamin D,) + Zinc",GENERIC:FORM_6909865d9c01414401c9,generic,Ascorbic Acid + Colecalciferol (Vitamin D3) + Zinc,generic_generic,0.994872,1,0.974359,A261,A261,1.0,0.994872,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_73de29ef05d48fb68bf5,GENERIC:FORM_a5f4ad99163818be52c5,generic,Ascorbic Acid + Colecalciferol (Vitamin D3) + Zin,GENERIC:FORM_6909865d9c01414401c9,generic,Ascorbic Acid + Colecalciferol (Vitamin D3) + Zinc,generic_generic,0.994872,1,0.974359,A261,A261,1.0,0.994872,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
LASA_7930ffb5014736ee34e4,GENERIC:FORM_216aa3af3da318a74b56,generic,Dextromethorphan Hydrobromide + Guaifenesin,GENERIC:FORM_8daaee16bc07e1f29e86,generic,Dextromethorphan Hydrobromide + Guiafenesin,generic_generic,0.994872,2,0.948718,D236,D236,1.0,0.994595,edit_similarity|filipino_phonology_experimental|jaro_winkler|orthographic_phonetic_agreement|soundex_exact,high,probable_generic_spelling_variant,spelling_variant_or_probable_typo,close generic-name spelling; source verification required,unverified_requires_human_review
