canonical_name_id,canonical_name,alias_name_id,alias_name,name_type,normalization_key,shared_formulation_ids,review_classification,classification_basis,verification_status
GENERIC:FORM_8fef4f799f352478e436,Alpha Ketoanalogues + Essential Amino Acids,GENERIC:FORM_7e7e3db9d4da2c922bd4,Alpha Keto analogues + Essential Amino Acids,generic,alphaketoanalogues+essentialaminoacids,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_916ea4810892abb243e3,Aluminum Hydroxide+ Magnesium Hydroxide,GENERIC:FORM_e0223bd423e3049298d9,Aluminum Hydroxide + Magnesium Hydroxide,generic,aluminumhydroxide+magnesiumhydroxide,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_916ea4810892abb243e3,Aluminum Hydroxide+ Magnesium Hydroxide,GENERIC:FORM_2637dba20af1c04543d5,Aluminumhydroxide + Magnesium Hydroxide,generic,aluminumhydroxide+magnesiumhydroxide,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_8af4a39f8f8248dd77dd,Amlodipine (As Besilate + Losartan Potassium,GENERIC:FORM_9be7bc78b25f4c70b8fb,Amlodipine (As Besilate) + Losartan Potassium,generic,amlodipineasbesilate+losartanpotassium,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_8af4a39f8f8248dd77dd,Amlodipine (As Besilate + Losartan Potassium,GENERIC:FORM_77df79cd8581f58cf5f0,Amlodipine(as besilate) + Losartan Potassium,generic,amlodipineasbesilate+losartanpotassium,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_c27dcccd48763f9a1c49,Amlodipine (as Besilate + Olmesartan Medoxomil,GENERIC:FORM_79fa58245ed8e3d0f35e,Amlodipine (as besilate) + Olmesartan medoxomil,generic,amlodipineasbesilate+olmesartanmedoxomil,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_f2344c02c46ff51c618c,Amlodipine (as besilate) + Atorvastatin (as calcium),GENERIC:FORM_4ae76236fab77f58e84e,: Amlodipine (as besilate) + Atorvastatin (as calcium),generic,amlodipineasbesilate+atorvastatinascalcium,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_dffb3ea4abe7908b0854,Amlodipine (as Besilate)+ Valsartan,GENERIC:FORM_64e73c83dcdb1abe04f2,Amlodipine (as besilate) + Valsartan,generic,amlodipineasbesilate+valsartan,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_977d69488b8e162e5ec0,Amlodipine (as Besilate)/ Losartan Potassium,GENERIC:FORM_e8cf38854af6c23bd636,Amlodipine (as Besilate) / Losartan Potassium,generic,amlodipineasbesilate/losartanpotassium,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_a2771a0cd8dac077d80f,Amlodipine as besilate,GENERIC:FORM_937708e8fd9cb38efb48,Amlodipine ( as Besilate ),generic,amlodipineasbesilate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_a2771a0cd8dac077d80f,Amlodipine as besilate,GENERIC:FORM_fbb98a2cfec0557331cc,Amlodipine ( as besilate),generic,amlodipineasbesilate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_a2771a0cd8dac077d80f,Amlodipine as besilate,GENERIC:FORM_6b7f7a203af45e602c75,Amlodipine (as besilate ),generic,amlodipineasbesilate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_a2771a0cd8dac077d80f,Amlodipine as besilate,GENERIC:FORM_aae5b0585821399fc539,Amlodipine (as besilate),generic,amlodipineasbesilate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_a2771a0cd8dac077d80f,Amlodipine as besilate,GENERIC:FORM_11bd2ae6efb79a542321,Amlodipine(As Besilate),generic,amlodipineasbesilate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_c7b81764304118e2a49e,Amlodipine(as besylate) + Valsartan,GENERIC:FORM_c58742f9657970df783d,Amlodipine (as besylate) + Valsartan,generic,amlodipineasbesylate+valsartan,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
BRAND:BRAND_c363e60b2e9a00f93c67,Amlomed-5,BRAND:BRAND_48ea3f1080d5ddf3be8c,Amlo Med-5,brand,amlomed5,FORM_aae5b0585821399fc539,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
BRAND:BRAND_0cf42c5e2989f77ca2c8,Amoclav,BRAND:BRAND_43f84f00a41f82d03fe6,AmoClav®,brand,amoclav,FORM_57f26fcfa00290de0ae3,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_c84ecae73f028442c26c,Amoxicillin As Trihydrate,GENERIC:FORM_3d2c4ed46f86b20ff968,Amoxicillin (As Trihydrate ),generic,amoxicillinastrihydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_c84ecae73f028442c26c,Amoxicillin As Trihydrate,GENERIC:FORM_118f5463765525517716,Amoxicillin (As Trihydrate),generic,amoxicillinastrihydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_c84ecae73f028442c26c,Amoxicillin As Trihydrate,GENERIC:FORM_e57f2d277e24b56fb2d3,Amoxicillin(As Trihydrate),generic,amoxicillinastrihydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_e3f1f5ed32232df17188,Amoxicillin trihydrate,GENERIC:FORM_42914d13b008eca7b03c,Amoxicillin (Trihydrate),generic,amoxicillintrihydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_ebf4d7aad3be8278904f,Amphotericin B,GENERIC:FORM_bb7732835eeae064cd57,Amphotericin-B,generic,amphotericinb,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_6b8b75cc59c2487cf7ac,Ampicillin sodium + Sulbactam sodium,GENERIC:FORM_e19cbd72d16994478780,Ampicillin (Sodium) + Sulbactam (Sodium),generic,ampicillinsodium+sulbactamsodium,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_e08df53a129f9aee2a05,Ampicillin(as sodium)+Sulbactam(as sodium),GENERIC:FORM_053ef9d067b2f01529be,Ampicillin (as sodium) + Sulbactam (as sodium),generic,ampicillinassodium+sulbactamassodium,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_e08df53a129f9aee2a05,Ampicillin(as sodium)+Sulbactam(as sodium),GENERIC:FORM_1c528032ec5b355bae4b,Ampicillin (As Sodium) + Sulbactam(As Sodium),generic,ampicillinassodium+sulbactamassodium,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
BRAND:BRAND_6a46e4ed9086fa045312,Apcevit,BRAND:BRAND_62a88dc45f9d4db0844c,Apcevit®,brand,apcevit,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_cf676b9749afd1e542e2,Ascorbic Acid,GENERIC:FORM_2d4be853dbd5ce3be541,Ascorbic Acid.,generic,ascorbicacid,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_c683a11ec5f018085ae9,Ascorbic Acid (as Sodium Ascorbate + Zinc + Colecalciferol (Vitamin D3),GENERIC:FORM_9aea1c4d4a507683e043,Ascorbic Acid (as Sodium Ascorbate) + Zinc + Colecalciferol (Vitamin D3),generic,ascorbicacidassodiumascorbate+zinc+colecalciferolvitamind3,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_406b9c7d9830a8a5d84f,Ascorbic Acid (as Sodium Ascorbate) + Zinc (as Sulfate Monohydrate),GENERIC:FORM_9165811d34ff362bf8b0,Ascorbic Acid (as Sodium Ascorbate) + ZInc. (as Sulfate Monohydrate),generic,ascorbicacidassodiumascorbate+zincassulfatemonohydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_b2dfe3b33ea9b5b9cc1d,Ascorbic Acid + Zinc+ Cholecalciferol (Vitamin D3),GENERIC:FORM_d0cec3426b26eb37740f,Ascorbic Acid + Zinc + Cholecalciferol (Vitamin D3),generic,ascorbicacid+zinc+cholecalciferolvitamind3,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_06e90a1a3f758ede1cca,Ascorbic Acid + Zinc+ Colecalciferol (Vitamin D3),GENERIC:FORM_98f4ca0f53d655b74dcb,Ascorbic Acid + Zinc + Colecalciferol (Vitamin D3),generic,ascorbicacid+zinc+colecalciferolvitamind3,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_b829ae9af22e0e6eacff,Ascorbic Acid As Sodium Ascorbate,GENERIC:FORM_a2bb9a6912c91be5df99,ASCORBIC ACID ( as Sodium Ascorbate),generic,ascorbicacidassodiumascorbate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_b829ae9af22e0e6eacff,Ascorbic Acid As Sodium Ascorbate,GENERIC:FORM_b61041f9f0d9213a4c6a,Ascorbic Acid (as Sodium Ascorbate),generic,ascorbicacidassodiumascorbate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_00a37113ae1042ee4062,Ascorbic Acid+Zinc,GENERIC:FORM_ce5a30a92f94232d4856,Ascorbic Acid + Zinc,generic,ascorbicacid+zinc,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_00a37113ae1042ee4062,Ascorbic Acid+Zinc,GENERIC:FORM_a432c881ac0c49caf11f,Ascorbic Acid +Zinc,generic,ascorbicacid+zinc,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_00a37113ae1042ee4062,Ascorbic Acid+Zinc,GENERIC:FORM_b95c4a99bee9b32c4ffa,Ascorbic Acid+ Zinc,generic,ascorbicacid+zinc,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_cd4cf8488efd3f95d461,Ascorbic Acid+Zinc+Cholecalciferol,GENERIC:FORM_eab7a6e2065d76f2a1fa,Ascorbic Acid + Zinc + Cholecalciferol,generic,ascorbicacid+zinc+cholecalciferol,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_c56ebe223d9ebdedf2a8,Atorvastatin(as Calcium Trihydrate),GENERIC:FORM_195c1eff32d53c2cb213,: Atorvastatin (as calcium trihydrate),generic,atorvastatinascalciumtrihydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_c56ebe223d9ebdedf2a8,Atorvastatin(as Calcium Trihydrate),GENERIC:FORM_86fee25f73e07e519f05,Atorvastatin (as calcium trihydrate),generic,atorvastatinascalciumtrihydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_0334cb0edf1d840a9e92,Atorvastatin(As Calcium),GENERIC:FORM_39b8b376719648383765,Atorvastatin ( As Calcium ),generic,atorvastatinascalcium,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_0334cb0edf1d840a9e92,Atorvastatin(As Calcium),GENERIC:FORM_80def9831a87d563daca,Atorvastatin (as calcium ),generic,atorvastatinascalcium,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_0334cb0edf1d840a9e92,Atorvastatin(As Calcium),GENERIC:FORM_7ad1eb474405667c3536,Atorvastatin (as Calcium),generic,atorvastatinascalcium,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
BRAND:BRAND_1cb65e898a74962807ad,Atracure,BRAND:BRAND_30d4a9a8c798f4d5b3be,Atra-Cure,brand,atracure,FORM_307eb82416ec1bee655c,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_6eb5d87a40069c71542f,Azithromycin(As Dihydrate),GENERIC:FORM_f4f0029f5f9b7c4bef8d,Azithromycin (As Dihydrate),generic,azithromycinasdihydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_b30d67701cfccafeedd7,Azithromycin(As Monohydrate),GENERIC:FORM_f34938f3d308859d619f,Azithromycin (as monohydrate),generic,azithromycinasmonohydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
BRAND:BRAND_bda612f38780f6bc8977,Aznc,BRAND:BRAND_33f679dfca11b5dcdfae,A-Znc,brand,aznc,FORM_f78ea752822b648940d5,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
BRAND:BRAND_ced7e8d17e44d608dd78,Balsartec -80,BRAND:BRAND_5354f5a60c3ae3424f64,Balsartec - 80,brand,balsartec80,FORM_c4ce21da0a54a8256714,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
BRAND:BRAND_38edd8855ae1d4e31fa3,Balsartec-160,BRAND:BRAND_97cf7fe0ed515bf993be,Balsartec -160,brand,balsartec160,FORM_c4ce21da0a54a8256714,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_ceb1165e06b6dd120c29,Benzydamine(As Hydrochloride),GENERIC:FORM_ff3152c1cb7c6d5d69dd,Benzydamine (as hydrochloride),generic,benzydamineashydrochloride,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_97febc36789a673509d2,Benzylpenicillin Sodium,GENERIC:FORM_41cf1165235f6f85d030,Benzylpenicillin sodium.,generic,benzylpenicillinsodium,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_8e6fc5ea17a9de2620c3,Betamethasone (As Dipropionate),GENERIC:FORM_11b7b0c5a2ceca0f411e,Betamethasone ( as dipropionate),generic,betamethasoneasdipropionate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
BRAND:BRAND_948acba5ee82e3ed299a,BETASOL,BRAND:BRAND_b8b57f04fb89088c2014,Betasol®,brand,betasol,FORM_a3924ee0adba9a99091a,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_852dbb04d77a302eb5bc,Blumea balsamifera L. (Sambong Leaf),GENERIC:FORM_f564696932887a8ce442,Blumea Balsamifera L. (Sambong) Leaf,generic,blumeabalsamiferalsambongleaf,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_ede8faa3dd0cdcefd44a,Botulinum Toxin Type A (from Clostridium botulinum),GENERIC:FORM_1776b0c15f124f090ece,Botulinum Toxin* Type A (*from Clostridium botulinum),generic,botulinumtoxintypeafromclostridiumbotulinum,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_b40da560d62773cc8380,Bromhexine Hydrochloride,GENERIC:FORM_2c6ed5def5e4f183c6a1,Bromhexine hydrochloride.,generic,bromhexinehydrochloride,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_e8b1be88dc523208b292,Budesonide/ Formoterol Fumarate Dihydrate,GENERIC:FORM_7f8677f6df25b2dfe336,Budesonide / Formoterol Fumarate Dihydrate,generic,budesonide/formoterolfumaratedihydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_e2d86f51bdfd2377205e,Bupivacaine As Hydrochloride,GENERIC:FORM_aaa5dcb38676a6e2695c,Bupivacaine (as Hydrochloride),generic,bupivacaineashydrochloride,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_9418c8ceb617b090fc8d,Calcium (as carbonate),GENERIC:FORM_f0b3276bc2f4e3ad4a72,Calcium (as carbonate).,generic,calciumascarbonate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_1bbe55108ce425e8e85c,Camphor+ Menthol+ Dementholised Mint Oil,GENERIC:FORM_384a59a07650a7663aa8,Camphor + Menthol + Dementholised Mint Oil,generic,camphor+menthol+dementholisedmintoil,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
BRAND:BRAND_93417d1b2ea462cc626a,Canesten,BRAND:BRAND_cf8e597bf3b71da29c8a,Canesten®,brand,canesten,FORM_f53035420640904ad644,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
BRAND:BRAND_837b2bc3c1c3bef42eef,Casino Active,BRAND:BRAND_96e7d9a2d1bd12c21a94,Casino – Active,brand,casinoactive,FORM_1b006370598109172402,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
BRAND:BRAND_d98a5284c8be934ece23,Casino Mild Fragrance,BRAND:BRAND_17f510bae3752d8923da,CASINO - MILD FRAGRANCE,brand,casinomildfragrance,FORM_1b006370598109172402,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_d42596f75dc9d3591813,Cefaclor(as monohydrate),GENERIC:FORM_39cfc96fb5a26c43bc1b,Cefaclor (As Monohydrate),generic,cefaclorasmonohydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_3d32f967bd0b59d65fcd,Cefalexin Monohydrate,GENERIC:FORM_21c3ded44971c4cd2c87,Cefalexin (Monohydrate),generic,cefalexinmonohydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_01f78908572c528f6b23,Cefalexin(As Monohydrate),GENERIC:FORM_98cde11c338b5ce469ff,Cefalexin ( As Monohydrate),generic,cefalexinasmonohydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
GENERIC:FORM_01f78908572c528f6b23,Cefalexin(As Monohydrate),GENERIC:FORM_f00f0bdcf7e3d47987b5,CEFALEXIN (AS MONO HYDRATE),generic,cefalexinasmonohydrate,,normalization_duplicate,"same entity type and name after removing visual formatting, trademark symbols, spaces, hyphens, and capitalization; pharmacologic + and / separators are preserved",automatically_normalized_not_lasa
